_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,hunter_type,num_slots,name,rarity
1311121,Head,44,60,1,-1,0,2,-1,0,1,Ceanataur Helm R,5
1311122,Head,22,38,2,-1,0,2,-1,1,1,Ceanataur Cap R,5
1311123,Head,56,72,1,0,1,-1,-3,0,1,Najarala Helm S,5
1311124,Head,28,44,1,1,1,-1,-3,1,1,Najarala Cap S,5
1311125,Head,40,56,-2,-3,1,1,1,0,1,Nargacuga Helm S,5
1311126,Head,20,36,-2,-2,1,1,1,1,1,Nargacuga Cap S,5
1311127,Head,56,72,2,2,0,-1,0,0,0,Garuga Helm S,5
1311128,Head,28,44,3,2,0,-1,0,1,0,Garuga Cap S,5
1311129,Head,30,46,3,2,0,-1,0,2,0,Garuga Mask S,5
1311130,Head,64,80,3,0,-2,-4,-1,0,0,Uragaan Helm S,5
1311131,Head,32,48,4,0,-2,-4,-1,1,0,Uragaan Cap S,5
1311132,Head,50,66,3,3,3,3,3,0,3,Black Belt Helm S,5
1311133,Head,25,41,3,3,4,3,3,1,3,Black Belt Cap S,5
1311134,Head,50,66,0,0,0,0,0,0,0,Guardian Helm,5
1311135,Head,25,41,0,0,0,0,0,1,0,Guardian Mask,5
1311136,Head,54,70,0,0,0,0,0,0,0,Guardian Helm U,5
1311137,Head,27,43,0,0,0,0,0,1,0,Guardian Mask U,5
1311138,Head,48,64,0,0,0,0,0,0,0,Scholar's Beret,5
1311139,Head,24,40,0,0,0,0,0,1,0,Scholar's Cap,5
1311140,Head,48,64,0,0,0,0,0,0,0,Sailor Hat,5
1311141,Head,24,40,0,0,0,0,0,1,0,Sailor Cap,5
1311142,Head,15,31,-2,-2,0,-2,-2,2,1,Luxury Bath Towel,5
1311143,Head,52,68,-2,-2,2,4,3,0,1,Kita Star Headdress,5
1311144,Head,26,42,-2,-2,2,5,3,1,2,Umi Ocean Headdress,5
1311145,Head,23,39,0,0,6,0,0,2,0,Cunning Specs,5
1311146,Head,48,62,0,0,0,0,0,0,2,Derring Helm S,6
1311147,Head,24,38,1,1,1,1,1,1,2,Derring Cap S,6
1311148,Head,54,68,-2,0,4,0,0,0,2,Dober Helm,6
1311149,Head,27,41,-2,0,5,0,0,1,2,Dober Cap,6
1311150,Head,60,74,-1,-3,-1,2,1,0,0,Damascus Helm,6
1311151,Head,30,44,-1,-3,-1,2,1,1,0,Damascus Cap,6
1311152,Head,56,70,-1,-3,-1,2,1,0,0,Damascus Helm R,6
1311153,Head,28,42,-1,-3,-1,2,1,1,0,Damascus Cap R,6
1311154,Head,40,54,-3,-3,2,-3,-3,0,0,Skull Visage S,6
1311155,Head,20,34,-3,-3,4,-3,-3,1,0,Skull Mask S,6
1311160,Head,60,74,1,-2,3,-2,2,0,3,Artian Helm S,6
1311161,Head,30,44,3,-2,3,-2,2,1,3,Artian Cap S,6
1311162,Head,56,70,1,-2,3,-2,2,0,0,Artian Helm R,6
1311163,Head,28,42,3,-2,3,-2,2,1,0,Artian Cap R,6
1311164,Head,60,74,-3,-2,5,4,-2,0,0,Seltas Helm,6
1311165,Head,30,44,-3,-2,6,4,-2,1,0,Seltas Cap,6
1311166,Head,58,72,4,-2,-4,0,0,0,0,Rathalos Helm S,6
1311167,Head,29,43,5,-2,-4,0,0,1,0,Rathalos Cap S,6
1311168,Head,62,76,4,-2,-4,0,0,0,0,EX Rathalos Helm,6
1311169,Head,31,45,5,-2,-4,0,0,1,0,EX Rathalos Cap,6
1311170,Head,54,68,4,-2,-4,0,0,0,0,Rathalos Helm R,6
1311171,Head,27,41,5,-2,-4,0,0,1,0,Rathalos Cap R,6
1311172,Head,58,72,-3,4,-2,2,-1,0,1,Lagiacrus Helm S,6
1311173,Head,29,43,-3,5,-2,2,-1,1,1,Lagiacrus Cap S,6
1311174,Head,54,68,-3,4,-2,2,-1,0,0,Lagiacrus Helm R,6
1311175,Head,27,41,-3,5,-2,2,-1,1,0,Lagiacrus Cap R,6
1311176,Head,58,72,0,4,1,-1,-4,0,0,Zinogre Helm S,6
1311177,Head,29,43,0,5,1,-1,-4,1,1,Zinogre Cap S,6
1311178,Head,62,76,0,4,1,-1,-4,0,1,EX Zinogre Helm,6
1311179,Head,31,45,0,5,1,-1,-4,1,1,EX Zinogre Cap,6
1311180,Head,50,64,0,-3,-1,2,1,0,0,Mizutsune Helm S,6
1311181,Head,25,39,0,-2,-1,2,1,1,0,Mizutsune Mask S,6
1311182,Head,58,72,0,3,2,-2,-3,0,0,Astalos Helm S,6
1311183,Head,29,43,0,4,2,-2,-3,1,0,Astalos Cap S,6
1311184,Head,66,80,-3,-1,2,1,3,0,2,Gammoth Helm S,6
1311185,Head,33,47,-3,-1,2,1,4,1,2,Gammoth Cap S,6
1311186,Head,60,74,3,1,-1,-3,0,0,2,Glavenus Helm S,6
1311187,Head,30,44,4,1,-1,-3,0,1,2,Glavenus Cap S,6
1311188,Head,60,74,4,0,0,-4,-1,0,2,Agnaktor Helm,6
1311189,Head,30,44,6,0,0,-4,-1,1,2,Agnaktor Cap,6
1311190,Head,60,74,-2,-1,-2,2,2,0,1,Gore Helm S,6
1311191,Head,30,44,-2,-1,-2,3,2,1,1,Gore Cap S,6
1311192,Head,64,78,-2,-1,-2,2,2,0,1,EX Gore Helm,6
1311193,Head,32,46,-2,-1,-2,3,2,1,1,EX Gore Cap,6
1311194,Head,56,70,-2,-1,-2,2,2,0,0,Gore Helm R,6
1311195,Head,28,42,-2,-1,-2,3,2,1,0,Gore Cap R,6
1311196,Head,60,74,2,-3,0,0,-2,0,1,Regios Helm S,6
1311197,Head,30,44,4,-3,0,0,-2,1,1,Regios Cap S,6
1311198,Head,66,80,-3,1,1,2,-2,0,1,Duramboros Helm,6
1311199,Head,33,47,-2,1,1,2,-2,1,1,Duramboros Cap,6
1311200,Head,60,74,2,-3,-2,0,0,0,0,Tigrex Helm S,6
1311201,Head,30,44,4,-3,-2,0,0,1,0,Tigrex Cap S,6
1311202,Head,64,78,2,-3,-2,0,0,0,0,EX Tigrex Helm,6
1311203,Head,32,46,4,-3,-2,0,0,1,0,EX Tigrex Cap,6
1311204,Head,56,70,2,-3,-2,0,0,0,1,Tigrex Helm R,6
1311205,Head,28,42,4,-3,-2,0,0,1,1,Tigrex Cap R,6
1311206,Head,64,78,-1,3,2,-1,0,0,1,Kirin Horn S,6
1311207,Head,32,46,-1,4,2,-1,0,1,1,Kirin Crest S,6
1311208,Head,60,74,-1,3,2,-1,0,0,0,Kirin Horn R,6
1311209,Head,30,44,-1,4,2,-1,0,1,0,Kirin Crest R,6
1311210,Head,62,76,2,0,0,-4,-2,0,0,Brachydios Helm S,6
1311211,Head,31,45,2,0,0,-3,-2,1,0,Brachydios Cap S,6
1311212,Head,66,80,2,0,0,-4,-2,0,0,EX Brachydios Helm,6
1311213,Head,33,47,2,0,0,-3,-2,1,0,EX Brachydios Cap,6
1311214,Head,66,80,2,3,2,1,-5,0,0,Golden Headdress,6
1311215,Head,33,47,2,3,2,1,-4,1,0,Puppeteer Mask,6
1311216,Head,66,80,0,-4,-4,0,0,0,1,Vangis Helm,6
1311217,Head,33,47,0,-3,-4,0,0,1,1,Vangis Cap,6
1311218,Head,50,64,0,0,0,0,0,0,1,Guild Knight Feather,6
1311219,Head,25,39,0,0,0,0,0,1,1,Guild Knight Mask,6
1311220,Head,50,64,0,0,0,0,0,0,1,Maiden's Hat S,6
1311221,Head,25,39,0,0,0,0,0,1,1,French Maid Glasses S,6
1311222,Head,50,64,0,0,0,0,0,0,1,Blue Guild Tricorne,6
1311223,Head,25,39,0,0,0,0,0,1,1,Blue Guild Mask,6
1311224,Head,50,64,0,0,0,0,0,0,1,Red Guild Tricorne,6
1311225,Head,25,39,0,0,0,0,0,1,1,Red Guild Mask,6
1311226,Head,50,64,0,0,0,0,0,0,1,Helper Hood S,6
1311227,Head,25,39,0,0,0,0,0,1,1,Healer Glasses S,6
1311228,Head,50,64,0,0,0,0,0,0,0,Helper Hood U,6
1311229,Head,25,39,0,0,0,0,0,1,0,Healer Beret U,6
1311230,Head,50,64,0,0,0,0,0,0,1,Guild Bard Lobos S,6
1311231,Head,25,39,0,0,0,0,0,1,1,Guild Bard Hat S,6
1311232,Head,15,29,0,0,0,0,0,2,3,Chakra Earring,6
1311235,Head,50,64,0,0,0,0,0,0,1,Dianthus Wealcap,6
1311236,Head,25,39,0,0,0,0,0,1,1,Campanile Wealcap,6
1311237,Head,50,64,0,0,0,0,0,0,0,Ace Headgear,6
1311238,Head,25,39,0,0,0,0,0,1,0,Ace Mask,6
1311239,Head,50,64,0,0,0,0,0,0,0,Sororal Headgear,6
1311240,Head,25,39,0,0,0,0,0,1,0,Sororal Mask,6
1311241,Head,50,64,0,0,0,0,0,0,0,Hawkhat,6
1311242,Head,25,39,0,0,0,0,0,1,0,Hawkcap,6
1311243,Head,56,70,1,1,1,1,1,0,3,Gourmew Toque S,6
1311244,Head,28,42,1,1,1,1,1,1,3,Gourmew Cap S,6
1311245,Head,30,44,3,3,3,3,3,2,0,Felyne Hairband,6
1311246,Head,50,64,0,0,0,0,0,0,1,Scholarly Hood S,6
1311247,Head,25,39,0,0,0,0,0,1,1,Scholarly Cap S,6
1311248,Head,56,70,0,0,0,0,0,0,1,Ranger's Headgear,6
1311249,Head,28,42,0,0,0,0,0,1,1,Archer's Turban,6
1311250,Head,56,70,2,2,1,-1,-1,0,1,Shinobi Heaven Mask,7
1311251,Head,28,42,2,2,2,-1,-1,1,1,Shinobi Land Mask,7
1311252,Head,60,74,2,2,1,-1,-1,0,1,Shinobi Sky Mask,7
1311253,Head,30,44,2,2,2,-1,-1,1,1,Shinobi Sea Mask,7
1311254,Head,66,80,2,-2,2,2,-2,0,1,Ancient Helm,7
1311255,Head,33,47,2,-2,3,2,-2,1,1,Ancient Cap,7
1311256,Head,66,80,2,2,2,-2,-2,0,1,Master's Earcuff,7
1311257,Head,33,47,3,2,2,-2,-2,1,1,Master's Earrings,7
1311258,Head,66,80,2,2,-5,2,2,0,0,Black Head S,7
1311259,Head,33,47,2,2,-5,2,3,1,0,Black Face S,7
1311260,Head,66,80,-2,2,-2,2,2,0,0,Toka Kabuto,7
1311261,Head,33,47,-2,3,-2,2,2,1,0,Mitsuaoi Kabuto,7
1311262,Head,64,78,4,-3,-4,0,0,0,1,EX Rathian Helm S,7
1311263,Head,32,46,6,-3,-4,0,0,1,1,EX Rathian Cap S,7
1311264,Head,64,78,5,-4,-4,0,0,0,0,EX Rathalos Helm S,7
1311265,Head,32,46,6,-4,-4,0,0,1,0,EX Rathalos Cap S,7
1311266,Head,64,78,2,-4,-3,0,0,0,0,EX Tigrex Helm S,7
1311267,Head,32,46,4,-4,-3,0,0,1,0,EX Tigrex Cap S,7
1311268,Head,68,82,-2,0,-4,2,2,0,2,Arc Helm S,7
1311269,Head,68,82,-2,0,-4,2,2,0,2,Storge Helm S,7
1311270,Head,34,48,-2,0,-3,2,2,1,2,Arc Cap S,7
1311271,Head,34,48,-2,0,-3,2,2,1,2,Storge Cap S,7
1311272,Head,72,86,-2,0,-4,2,2,0,2,EX Arc Helm,7
1311273,Head,72,86,-2,0,-4,2,2,0,2,EX Storge Helm,7
1311274,Head,36,50,-2,0,-3,2,2,1,2,EX Arc Cap,7
1311275,Head,36,50,-2,0,-3,2,2,1,2,EX Storge Cap,7
1311276,Head,64,78,-2,0,-4,2,2,0,0,Arc Helm R,7
1311277,Head,64,78,-2,0,-4,2,2,0,0,Storge Helm R,7
1311278,Head,32,46,-2,0,-3,2,2,1,2,Arc Cap R,7
1311279,Head,32,46,-2,0,-3,2,2,1,2,Storge Cap R,7
1311280,Head,72,86,-1,-2,-3,2,3,0,0,Kushala Glare S,7
1311281,Head,36,50,-1,-2,-3,2,5,1,0,Kushala Snarl S,7
1311282,Head,76,90,-1,-2,-3,2,3,0,0,EX Kushala Glare,7
1311283,Head,38,52,-1,-2,-3,2,5,1,0,EX Kushala Snarl,7
1311284,Head,68,82,-1,-2,-3,2,3,0,0,Kushala Glare R,7
1311285,Head,34,48,-1,-2,-3,2,5,1,1,Kushala Snarl R,7
1311286,Head,56,70,-5,0,-3,1,2,0,2,Mizuha Cap S,7
1311287,Head,28,42,-4,0,-3,1,2,1,2,Cham Hat S,7
1311288,Head,60,74,-5,0,-3,1,2,0,0,EX Mizuha Cap,7
1311289,Head,30,44,-4,0,-3,1,2,1,0,EX Cham Hat,7
1311290,Head,66,80,4,1,-3,-4,-1,0,0,Kaiser Crown S,7
1311291,Head,33,47,4,1,-3,-3,-1,1,0,Kaiser Mask S,7
1311292,Head,70,84,4,1,-3,-4,-1,0,0,EX Kaiser Crown,7
1311293,Head,35,49,4,1,-3,-3,-1,1,0,EX Kaiser Mask,7
1311294,Head,66,80,2,-4,4,-6,0,0,1,Silver Solhelm,7
1311295,Head,33,47,2,-4,4,-5,0,1,1,Silver Solcap,7
1311296,Head,70,84,2,-4,4,-6,0,0,0,EX Silver Solhelm,7
1311297,Head,35,49,2,-4,4,-5,0,1,0,EX Silver Solcap,7
1311298,Head,62,76,2,-4,4,-6,0,0,0,Silver Solhelm R,7
1311299,Head,31,45,2,-4,4,-5,0,1,0,Silver Solcap R,7
1311300,Head,64,78,2,-6,4,-4,0,0,0,Golden Lunehelm,7
1311301,Head,32,46,2,-5,4,-4,0,1,0,Golden Lunecap,7
1311302,Head,68,82,2,-6,4,-4,0,0,0,EX Golden Lunehelm,7
1311303,Head,34,48,2,-5,4,-4,0,1,0,EX Golden Lunecap,7
1311304,Head,70,84,2,3,2,1,-6,0,0,Divine Ire Headdress,7
1311305,Head,35,49,2,3,2,1,-5,1,0,Crusher Mask,7
1311306,Head,70,84,-2,-5,-2,-2,-2,0,0,Esurient Helm,7
1311307,Head,35,49,-2,-4,-2,-2,-2,1,1,Esurient Cap,7
1311308,Head,66,80,-2,-5,-2,-2,-2,0,3,Esurient Helm R,7
1311309,Head,33,47,-2,-4,-2,-2,-2,1,3,Esurient Cap R,7
1311310,Head,74,88,4,-3,-5,0,2,0,0,Akantor Mask,7
1311311,Head,37,51,4,-3,-4,0,2,1,0,Akantor Fangs,7
1311312,Head,70,84,4,-3,-5,0,2,0,1,Akantor Mask R,7
1311313,Head,35,49,4,-3,-4,0,2,1,1,Akantor Fangs R,7
1311314,Head,80,94,-4,-3,-2,0,4,0,0,Ukanlos Mask,7
1311315,Head,40,54,-4,-3,-2,0,4,1,0,Ukanlos Fangs,7
1311316,Head,70,84,-3,0,-5,4,0,0,0,Tempest Crown,7
1311317,Head,35,49,-3,0,-5,5,0,1,0,Welkin Crown,7
1311318,Head,66,80,-3,0,-5,4,0,0,1,Tempest Crown R,7
1311319,Head,33,47,-3,0,-5,5,0,1,1,Welkin Crown R,7
1311320,Head,70,84,-1,-1,-2,-1,-1,0,1,Skeletal Skull R,7
1311321,Head,35,49,-1,-1,-1,-1,-1,1,1,Decayed Skull R,7
1311322,Head,70,84,0,1,-4,2,1,0,1,Astral Helm,7
1311323,Head,35,49,0,1,-3,2,1,1,1,Astral Mask,7
1311324,Head,76,90,0,0,-4,0,0,0,0,Escadora Wisdom,7
1311325,Head,38,52,0,0,-4,0,0,1,0,Escadora Sagesse,7
1311326,Head,72,86,0,0,-4,0,0,0,1,Escadora Wisdom R,7
1311327,Head,36,50,0,0,-4,0,0,1,1,Escadora Sagesse R,7
1311329,Head,20,34,2,2,2,2,2,2,0,Dragonlord's Gaze,7
1311330,Head,20,34,0,0,0,0,0,2,0,Takami Feather,7
1311331,Head,20,34,0,0,0,0,0,2,0,Hayabusa Feather,7
1311332,Head,20,34,0,0,0,0,0,2,0,Kakuju Feather,7
1311333,Head,20,34,0,0,0,0,0,2,0,Sword Saint Earring,7
1311334,Head,20,34,0,0,0,0,0,2,0,Barrage Earring,7
1311335,Head,44,60,1,1,3,1,1,0,0,Strange Helm,5
1311336,Head,22,38,2,2,3,2,2,1,0,Strange Cap,5
1311337,Head,26,46,-2,1,0,2,-1,0,0,Redhelm Helm,8
1311338,Head,13,33,-2,1,0,3,-1,1,0,Redhelm Cap,8
1311339,Head,22,42,-4,-2,0,3,4,0,0,Snowbaron Helm,8
1311340,Head,11,31,-4,-2,0,3,5,1,0,Snowbaron Cap,8
1311341,Head,30,50,0,-4,0,4,0,0,0,Stonefist Helm,8
1311342,Head,15,35,0,-4,0,5,0,1,0,Stonefist Cap,8
1311343,Head,30,50,4,-1,-3,0,0,0,0,Dreadqueen Helm,8
1311344,Head,15,35,4,-1,-3,1,1,1,0,Dreadqueen Cap,8
1311345,Head,52,72,3,-2,0,-3,0,0,0,Drilltusk Helm,8
1311346,Head,26,46,4,-2,1,-3,1,1,0,Drilltusk Cap,8
1311347,Head,44,64,-2,-3,0,1,0,0,0,Silverwind Helm,8
1311348,Head,22,42,-2,-3,1,1,1,1,0,Silverwind Cap,8
1311349,Head,70,90,4,1,-2,-4,1,0,0,Crystalbeard Helm,8
1311350,Head,35,55,5,1,-2,-4,1,1,0,Crystalbeard Cap,8
1311351,Head,66,86,2,2,0,-4,-2,0,0,Deadeye Helm,8
1311352,Head,33,53,3,3,0,-4,-2,1,0,Deadeye Cap,8
1311353,Head,68,88,5,-2,-3,0,0,0,0,Dreadking Helm,8
1311354,Head,34,54,5,-2,-3,1,1,1,0,Dreadking Cap,8
1311355,Head,68,88,0,4,1,0,-3,0,0,Thunderlord Helm,8
1311356,Head,34,54,0,5,1,0,-3,1,0,Thunderlord Cap,8
1311357,Head,70,90,2,-4,-2,1,1,0,0,Grimclaw Helm,8
1311358,Head,35,55,3,-4,-2,1,1,1,0,Grimclaw Cap,8
1311359,Head,70,90,4,1,0,-3,-2,0,0,Hellblade Helm,8
1311360,Head,35,55,4,1,0,-3,-2,1,0,Hellblade Cap,8
1311361,Head,24,40,4,2,0,0,4,2,2,Shadow Shades,5
1311364,Head,60,74,3,3,3,0,0,0,0,Ushio's Cut,7
1311365,Head,30,44,3,3,3,1,1,1,1,Ushio's Hair,7
1311378,Head,70,84,4,4,4,4,4,0,0,Bristling Mane,7
1311379,Head,35,49,5,5,5,5,5,1,1,Terrifying Mane,7
1311380,Head,66,80,4,4,4,4,4,0,0,Champion's Hair,7
1311381,Head,33,47,5,5,5,5,5,1,0,Strongman's Hair,7
1311382,Head,68,82,1,1,1,1,1,0,0,Zodias Helm,7
1311383,Head,34,48,2,2,2,2,2,1,0,Zodias Cap,7
1311384,Head,52,66,0,0,0,0,0,0,0,Pirate Hat J,6
1311385,Head,26,40,0,0,0,0,0,1,0,Pirate Roger J,6
1311386,Head,56,70,-4,-4,-4,-4,-4,0,0,Buccaneer Hat J,6
1311387,Head,28,42,-3,-3,-3,-3,-3,1,0,Buccaneer Roger J,6
1311388,Head,54,68,0,4,1,-1,-2,0,1,Dynaqlo Beanie,6
1311389,Head,27,41,0,5,1,-1,-2,1,1,Dynaqlo Headphones,6
1311390,Head,24,44,1,1,1,1,1,0,0,Promising Helm,3
1311391,Head,12,32,2,2,2,2,2,1,1,Halcyon Helm,3
1311392,Head,56,70,1,1,1,1,1,0,2,Blue Star Lobos,6
1311393,Head,28,42,2,2,2,2,2,1,2,Blue Star Hat,6
1311394,Head,64,78,0,0,0,0,0,0,0,Star Rook Helm,7
1311395,Head,32,46,0,0,0,0,0,1,0,Star Rook Cap,7
1311396,Head,52,66,1,1,1,1,1,0,0,Star Knight Helm,6
1311397,Head,26,40,2,2,2,2,2,1,1,Star Knight Cap,6
1311402,Head,64,78,2,2,2,2,2,0,1,Hero's Hat,7
1311403,Head,32,46,3,3,3,3,3,1,1,Hero's Cap,7
1311404,Head,64,78,4,4,-4,4,4,0,0,Varia Suit Visor,6
1311405,Head,32,46,5,5,-3,5,5,1,1,Varia Suit Scope,6
1311406,Head,48,62,4,4,-4,4,4,0,0,Zero Suit Ponytail,6
1311407,Head,24,38,5,5,-3,5,5,1,1,Zero Suit Hairpiece,6
1311408,Head,66,80,2,2,2,2,2,0,0,Helm of Rage,7
1311409,Head,33,47,3,3,3,3,3,1,0,Cap of Rage,7
1311410,Head,66,80,2,2,2,2,2,0,0,Helm of Anat,7
1311411,Head,33,47,3,3,3,3,3,1,0,Cap of Anat,7
1311414,Head,14,34,-3,0,0,1,2,0,0,Mosgharl Vizor,2
1311415,Head,7,27,-3,0,0,2,3,1,0,Mosgharl Brim,2
1311416,Head,26,46,-3,-1,2,1,3,0,2,Gammoth Helm,3
1311417,Head,13,33,-3,-1,2,1,4,1,2,Gammoth Cap,3
1311418,Head,22,42,1,1,1,1,1,0,3,Gourmew Toque,3
1311419,Head,11,31,1,1,1,1,1,1,3,Gourmew Cap,3
1311420,Head,12,28,0,1,0,1,0,1,1,Leather Cap S,4
1311421,Head,12,28,0,1,0,0,1,1,3,Chainmail Cap S,4
1311422,Head,36,52,-3,0,0,1,2,0,0,Mosgharl Vizor S,4
1311423,Head,18,34,-3,0,0,2,3,1,0,Mosgharl Brim S,4
1311424,Head,66,80,-3,-1,2,1,3,0,2,Gammoth Helm S,6
1311425,Head,33,47,-3,-1,2,1,4,1,2,Gammoth Cap S,6
1311426,Head,50,64,0,0,0,0,0,0,1,Blue Guild Tricorne,6
1311427,Head,25,39,0,0,0,0,0,1,1,Blue Guild Piercing,6
1311428,Head,50,64,0,0,0,0,0,0,1,Red Guild Tricorne,6
1311429,Head,25,39,0,0,0,0,0,1,1,Red Guild Piercing,6
1311430,Head,56,70,1,1,1,1,1,0,3,Gourmew Toque S,6
1311431,Head,28,42,1,1,1,1,1,1,3,Gourmew Cap S,6
1311432,Head,64,78,1,1,1,1,1,0,0,Promising Archhelm,7
1311433,Head,32,46,2,2,2,2,2,1,1,Halcyon Archhelm,7
1311434,Head,24,44,1,1,1,1,1,0,1,Lucid Crown,3
1311435,Head,12,32,2,2,2,2,2,1,1,Dreamy Crown,3
1311436,Head,64,78,1,1,1,1,1,0,1,Lucid Miter,7
1311437,Head,32,46,2,2,2,2,2,1,1,Dreamy Miter,7
1311438,Head,60,74,2,2,2,2,2,0,2,Hiryu Sky Mask,7
1311439,Head,30,44,2,3,2,2,2,1,2,Hiryu Land Mask,7
1311440,Head,62,76,3,0,3,0,0,0,0,Lodestar Band,7
1311441,Head,31,45,3,0,4,0,0,1,0,Lodestar Hoop,7
1311442,Head,64,78,4,4,-4,4,4,0,0,Varia Suit Visor,6
1311443,Head,32,46,5,5,-3,5,5,1,1,Varia Suit Scope,6
1311444,Head,48,62,4,4,-4,4,4,0,0,Zero Suit Wig,6
1311445,Head,24,38,5,5,-3,5,5,1,1,Zero Suit Toupee,6
1376257,Chest,1,25,0,0,0,0,0,2,0,Leather Vest,1
1376258,Chest,2,26,0,1,0,0,0,2,1,Chainmail Vest,1
1376259,Chest,2,26,0,0,0,1,0,2,1,Bherna Mail,1
1376260,Chest,2,26,1,0,0,0,0,0,0,Hunting Mail,1
1376261,Chest,1,25,2,0,0,0,0,1,0,Hunting Vest,1
1376262,Chest,2,26,-1,0,0,0,2,2,0,Mafumofu Jacket,1
1376263,Chest,2,26,0,1,0,0,0,2,0,Yukumo Dogi,1
1376264,Chest,2,26,1,0,2,0,0,2,1,Loc Lac Shawl,1
1376265,Chest,6,30,0,0,0,0,0,0,1,Hunter's Mail,1
1376266,Chest,3,27,0,0,0,0,0,1,1,Hunter's Vest,1
1376267,Chest,6,30,0,0,0,0,-1,0,0,Bone Mail,1
1376268,Chest,3,27,0,0,0,0,-1,1,0,Bone Vest,1
1376271,Chest,6,30,2,0,0,-2,0,0,2,Chaos Plate,1
1376272,Chest,3,27,2,0,0,-2,0,1,2,Chaos Brigandine,1
1376279,Chest,6,30,-2,0,0,0,0,0,0,Jaggi Mail,1
1376280,Chest,3,27,-2,0,0,0,0,1,0,Jaggi Vest,1
1376281,Chest,8,32,-2,0,0,0,0,0,0,Maccao Mail,1
1376282,Chest,4,28,-2,1,1,1,1,1,0,Maccao Vest,1
1376283,Chest,8,32,0,0,0,0,-2,0,0,Velociprey Mail,1
1376284,Chest,4,28,0,1,0,1,-2,1,0,Velociprey Vest,1
1376285,Chest,8,32,0,-1,0,0,2,0,0,Giaprey Mail,1
1376286,Chest,4,28,0,-1,0,0,3,1,0,Giaprey Vest,1
1376287,Chest,10,34,0,1,0,0,-2,0,0,Genprey Mail,1
1376288,Chest,5,29,1,2,0,0,-2,1,0,Genprey Vest,1
1376289,Chest,10,34,-2,1,2,1,1,0,1,Vespoid Mail,1
1376290,Chest,5,29,-2,2,3,2,2,1,1,Vespoid Vest,1
1376291,Chest,10,34,-1,-1,4,-1,-1,0,0,Hornetaur Mail,1
1376292,Chest,5,29,-1,-1,6,-1,-1,1,0,Hornetaur Vest,1
1376293,Chest,10,34,-2,0,2,0,0,0,1,Bnahabra Suit,1
1376294,Chest,5,29,-2,1,3,1,1,1,1,Bnahabra Vest,1
1376297,Chest,5,29,0,0,0,0,0,2,1,Mosswine Vest,1
1376298,Chest,12,36,2,0,0,0,-2,0,0,Rhenoplos Mail,1
1376299,Chest,6,30,3,0,0,0,-2,1,0,Rhenoplos Vest,1
1376300,Chest,12,36,0,-2,0,2,1,0,1,Bulldrome Mail,1
1376301,Chest,6,30,0,-2,0,3,1,1,1,Bulldrome Vest,1
1376303,Chest,14,38,-2,-2,0,0,0,0,0,Arzuros Mail,1
1376304,Chest,7,31,-2,-2,0,0,0,1,0,Arzuros Vest,1
1376305,Chest,14,38,2,0,0,0,-3,0,1,Cephalos Mail,1
1376306,Chest,7,31,2,0,0,0,-3,1,1,Cephalos Vest,1
1376307,Chest,8,28,0,0,0,0,0,2,1,Derring Jacket,2
1376308,Chest,12,32,-1,-1,0,0,-1,0,1,Alloy Mail,2
1376309,Chest,6,26,-1,-1,0,0,-1,1,1,Alloy Vest,2
1376310,Chest,12,32,1,-1,0,-1,0,0,2,Battle Mail,2
1376311,Chest,6,26,2,-1,0,-1,0,1,2,Battle Vest,2
1376312,Chest,14,34,-1,1,0,-1,0,0,1,Ingot Mail,2
1376313,Chest,7,27,-1,2,0,-1,0,1,1,Ingot Vest,2
1376314,Chest,14,34,0,2,0,-1,-1,0,0,High Metal Mail,2
1376315,Chest,7,27,0,3,0,-1,-1,1,0,High Metal Vest,2
1376318,Chest,12,32,0,1,0,1,0,0,0,Melahoa Jacket,2
1376319,Chest,6,26,0,1,0,1,0,1,0,Melahoa Stalk,2
1376320,Chest,14,34,1,-2,0,2,0,0,1,Makluva Cover,2
1376321,Chest,7,27,1,-2,0,3,0,1,1,Makluva Scale,2
1376322,Chest,12,32,3,0,0,1,2,0,1,Bistro Suit,2
1376323,Chest,6,26,4,0,0,1,3,1,1,Bistro Vest,2
1376324,Chest,18,38,2,2,3,-2,-2,0,2,Obituary Thorax,2
1376325,Chest,9,29,3,2,4,-2,-2,1,2,Obituary Pleuron,2
1376326,Chest,18,38,2,2,3,-2,-2,0,2,Butterfly Thorax,2
1376327,Chest,9,29,3,2,4,-2,-2,1,2,Butterfly Pleuron,2
1376328,Chest,16,36,2,1,0,1,-1,0,1,Death Stench Muscle,2
1376329,Chest,8,28,3,1,0,1,-1,1,1,Death Stench Heart,2
1376330,Chest,16,36,2,0,0,2,-2,0,0,Acorn Mail,2
1376331,Chest,8,28,3,0,0,3,-2,1,0,Acorn Vest,2
1376332,Chest,14,34,-3,0,0,1,2,0,0,Mosgharl Ribplate,2
1376333,Chest,7,27,-3,0,0,2,3,1,0,Mosgharl Ribguard,2
1376334,Chest,14,34,-1,-1,0,3,0,0,0,Edel Ribplate,2
1376335,Chest,7,27,-1,-1,0,4,0,1,0,Edel Ribguard,2
1376336,Chest,18,38,3,-1,3,-1,-1,0,0,Skalda Thorax,2
1376337,Chest,9,29,4,-1,3,-1,-1,1,0,Skalda Pleuron,2
1376338,Chest,18,38,3,-1,3,-1,-1,0,0,Spio Thorax,2
